id,subject,question,similar_question,similarity_score,approach_summary,conceptual,structural,difficulty,transferability,overall,rationale,provider_used,model_used
90034,Mathematics,"माना A = $\begin{bmatrix} 0 & 1 & 0 \\ 1 & 0 & 0 \\ 0 & 0 & 1 \end{bmatrix}$ एक $3 \times 3$ आव्यूह है। तो $3 \times 3$ आव्यूहों B, जिनकी प्रविष्टियाँ, समुच्चय, {1, 2, 3, 4, 5} से हैं तथा जो AB = BA को संतुष्ट करते हैं, की संख्या _______

The image shows a mathematical problem involving matrix A, which is a 3x3 matrix. The matrix A is given as follows:

\[ A = \begin{bmatrix} 0 & 1 & 0 \\ 1 & 0 & 0 \\ 0 & 0 & 1 \end{bmatrix} \]

The problem asks to find the number of 3x3 matrices B, whose entries are from the set {1, 2, 3, 4, 5}, such that AB = BA.","Let A = $\begin{bmatrix} 0 & 1 & 0 \\ 1 & 0 & 0 \\ 0 & 0 & 1 \end{bmatrix}$. Then the number of 3 × 3matrices B with entries from the set {1, 2, 3, 4, 5}and satisfying AB = BA is _______.",0.9858,"Given matrix A, the goal is to find the number of 3x3 matrices B with entries from {1, 2, 3, 4, 5} such that AB = BA. First, express matrix B with general entries. Then compute the matrix products AB and BA. By equating corresponding entries of AB and BA, derive the relationships between the entries of B. Specifically, it is found that β1 = α2, β2 = α1, β3 = α3, and γ1 = γ2. Determine the number of independent entries in B and the number of choices for each entry. Finally, calculate the total number of matrices B that satisfy the condition AB = BA by multiplying the number of choices for each independent entry. Here, there are 5 independent entries each having 5 choices, thus 5^5 = 3125.",4,4,4,4,4.0,"These two questions are identical in every aspect: conceptual task (finding commuting matrices with given constraints), structural representation, difficulty, and transferability. Only language and minor formatting differ.",google,gemini-2.5-flash
90034,Mathematics,"माना A = $\begin{bmatrix} 0 & 1 & 0 \\ 1 & 0 & 0 \\ 0 & 0 & 1 \end{bmatrix}$ एक $3 \times 3$ आव्यूह है। तो $3 \times 3$ आव्यूहों B, जिनकी प्रविष्टियाँ, समुच्चय, {1, 2, 3, 4, 5} से हैं तथा जो AB = BA को संतुष्ट करते हैं, की संख्या _______

The image shows a mathematical problem involving matrix A, which is a 3x3 matrix. The matrix A is given as follows:

\[ A = \begin{bmatrix} 0 & 1 & 0 \\ 1 & 0 & 0 \\ 0 & 0 & 1 \end{bmatrix} \]

The problem asks to find the number of 3x3 matrices B, whose entries are from the set {1, 2, 3, 4, 5}, such that AB = BA.","Let $$A = \left[ {\matrix{
   0 &amp; 1 &amp; 0  \cr 
   1 &amp; 0 &amp; 0  \cr 
   0 &amp; 0 &amp; 1  \cr 

 } } \right]$$. Then the number of 3 $$\times$$ 3 matrices B with entries from the set {1, 2, 3, 4, 5} and satisfying AB = BA is ____________.",0.9865,"Given matrix A, the goal is to find the number of 3x3 matrices B with entries from the set {1, 2, 3, 4, 5} such that AB = BA. Matrix multiplication is performed for AB and BA, and by equating the resulting matrices, relationships between the elements of matrix B are derived. Specifically, it's found that d = b, e = a, f = c, and g = h. This simplifies the structure of matrix B. The number of ways to select the independent elements a, b, c, g, and i from the set {1, 2, 3, 4, 5} is then calculated. Since each of these 5 elements can be chosen in 5 ways, the total number of such matrices B is 5^5, which equals 3125.",4,4,4,4,4.0,"These are virtually identical questions. Both define the same matrix A and ask for the number of 3x3 matrices B with entries from the same set {1, 2, 3, 4, 5} that satisfy the commutation relation AB = BA.",google,gemini-2.5-flash
90d13,Mathematics,"माना S = {√n: 1≤ n ≤ 50 तथा n विषम है} माना a ∈ S तथा A = [[1, 0, a], [-1, 1, 0], [-a, 0, 1]] हैं। यदि ∑ det (adj A) = 100λ है, तो λ बराबर है :

The image contains a mathematical problem involving a set S, a matrix A, and a summation. The set S is defined as the set of square roots of odd integers n, where n ranges from 1 to 50. A 3x3 matrix A is given, with elements that include a variable 'a' which belongs to the set S. The problem involves calculating the sum of the determinants of the adjugate of matrix A, where 'a' takes on values from the set S. This sum is equated to 100λ, and the task is to find the value of λ.","If \(D_{r}=\begin{vmatrix}r & x & \frac{n(n+1)}{2} \\ 2r-1 & y & n^{2} \\ 3r-2 & z & \frac{n(3n-1)}{2}\end{vmatrix}\), then \(\sum_{r=1}^{n} D_{r}\) is equal to :

The image presents a mathematical problem involving a 3x3 determinant denoted as D_r, where the elements of the determinant are expressions involving 'r' and 'n'. The problem asks to find the value of the summation of D_r from r=1 to n.",0.9743,"To find the value of the summation of the determinant D_r from r=1 to n, first apply the summation to the first column of the determinant. Then, calculate the sum of each element in the first column using standard summation formulas. Substitute these sums back into the determinant. Finally, recognize that the first and third columns are identical, which means the determinant's value is zero.",1,0,1,0,0.5,"Both questions involve summation and determinants. However, the first question focuses on properties of adjugate matrices and summation over a parametrically defined matrix, while the second focuses on properties of determinants where elements themselves are functions of the summation index, often leveraging linearity. The specific concepts and problem-solving techniques are very different.",google,gemini-2.5-flash
90d13,Mathematics,"माना S = {√n: 1≤ n ≤ 50 तथा n विषम है} माना a ∈ S तथा A = [[1, 0, a], [-1, 1, 0], [-a, 0, 1]] हैं। यदि ∑ det (adj A) = 100λ है, तो λ बराबर है :

The image contains a mathematical problem involving a set S, a matrix A, and a summation. The set S is defined as the set of square roots of odd integers n, where n ranges from 1 to 50. A 3x3 matrix A is given, with elements that include a variable 'a' which belongs to the set S. The problem involves calculating the sum of the determinants of the adjugate of matrix A, where 'a' takes on values from the set S. This sum is equated to 100λ, and the task is to find the value of λ.","Let S = {$\sqrt{n}$: 1$\leq$ n $\leq$ 50 and n is odd}
Let a $\in$ S and A= $\begin{bmatrix}
1 & 0 & a \\
-1 & 1 & 0 \\
-a & 0 & 1
\end{bmatrix}$
If $\sum\limits_{a \in S}$ det(adjA) = 100$\lambda$, then $\lambda$ is equal to",0.9771,"The solution uses the property det(adjA) = |detA|^{n-1} to simplify the expression. It calculates the determinant of matrix A as 1 + a^2. The set S is defined as the square roots of odd numbers from 1 to 49. The summation is then computed over all elements 'a' in S, where each term is (1 + a^2)^2. This sum is given to be equal to 100$\lambda$, and by calculating the sum, the value of $\lambda$ is determined.",4,4,4,4,4.0,"These are identical questions, differing only in the presentation format (one as an image description, the other as formatted text). They define the same set S, matrix A, the quantity to be summed (det(adjA)), the total sum equal to 100λ, and ask for λ.",google,gemini-2.5-flash
91203,Physics,"The dimensions of a/b in the equation P = (a - t²)/(bx) where P is pressure, x is distance and t is time, are","What is the dimensional formula of $$a b^{-1}$$ in the equation $$\left(\mathrm{P}+\frac{\mathrm{a}}{\mathrm{V}^2}\right)(\mathrm{V}-\mathrm{b})=\mathrm{RT}$$, where letters have their usual meaning.",0.9636,"To find the dimensional formula of $$a b^{-1}$$, first find the dimensions of individual variables. Pressure \(P\) is \([M^1 L^{-1} T^{-2}]\) and volume \(V\) is \([L^3]\). Since \(\frac{a}{V^2}\) has the same dimensions as pressure \(P\), derive the dimensions of \(a\) as \([M^1 L^5 T^{-2}]\). Since \(b\) is subtracted from \(V\), it has the same dimensions as \(V\), which is \([L^3]\). Finally, calculate the dimensional formula of \(a b^{-1}\) by dividing the dimensions of \(a\) by the dimensions of \(b\), resulting in \([M^1 L^2 T^{-2}]\).",4,3,3,4,3.5,"Both questions test the concept of dimensional analysis by requiring the determination of the dimensional formula for a ratio of constants (a/b) from a given equation. The underlying principle of homogeneity of dimensions is the same, though the specific equations provided are different (general algebraic vs. Van der Waals equation).",google,gemini-2.5-flash
92432,Physics,"If a boat can travel with a speed of v in still water, which of the following trips will take the least time?","A boat crosses a river from port A to port B, which are just on the opposite side. The speed of the water is $V_W$ and that of boat is $V_B$ relative to still water. Assume $V_B = 2V_W$. What is the time taken by the boat, if it has to cross the river directly on the AB line ?",0.962,"The boat needs to travel from point A to point B directly across the river. The speed of the boat is \(V_B\), and the speed of the water is \(V_W\). Given that \(V_B = 2V_W\), the boat must travel at an angle \(\theta\) such that \(V_B \sin(\theta) = V_W\). From this relationship, we find \(\theta = 30^\circ\). The time \(t\) taken to cross the river is the distance \(D\) divided by the component of the boat's velocity in the direction from A to B, which is \(V_B \cos(\theta)\). Substituting \(\theta = 30^\circ\), we get \(t = \frac{D}{V_B \cos(30^\circ)} = \frac{2D}{V_B \sqrt{3}}\) ",3,2,2,2,2.0,"Both questions involve relative velocity in boat-river problems. However, the first question is a general optimization problem asking for the 'least time' among unstated trips, implying a comparative task. The second is a specific calculation problem for crossing a river directly under given conditions. The specific problem setups and required solution methods differ significantly.",google,gemini-2.5-flash
92432,Physics,"If a boat can travel with a speed of v in still water, which of the following trips will take the least time?",A boat moves with a speed of 5 km/h relative to water in a river flowing with a speed of 3 km/h and having a width of 1 km. The minimum time taken around a round trip is,0.9701,The boat must cross perpendicular to the river for a round trip. The velocity of the boat with respect to the ground is calculated using the Pythagorean theorem. Time to reach the opposite side is calculated using the formula time = distance/speed. The total time for the round trip is twice the time to cross the river.,3,2,3,3,2.8,"Both questions relate to boat-river problems and involve optimizing for time. The first is a general 'least time' problem, while the second is a specific calculation for the minimum time of a round trip in a given river scenario. The underlying physics of relative velocity and time calculation methods are related, but the complexity of 'round trip' calculation is a specific application.",google,gemini-2.5-flash
92544,Chemistry,"The correct order of acid strength of the following carboxylic acids is.

The image contains four different carboxylic acid structures, labeled as I, II, III, and IV. Structure I is propynoic acid (HC≡C-COOH). Structure II is acrylic acid (CH₂=CH-COOH). Structure III is para-methoxybenzoic acid (MeO-C₆H₄-COOH). Structure IV is 2-methylpropanoic acid (CH₃CH₂CH₂COOH).","The correct order of acid strength of the following carboxylic acids is

The image shows four different carboxylic acid molecules labeled I, II, III, and IV. Molecule I is propynoic acid, with a triple bond between two carbon atoms and a carboxylic acid group. Molecule II is acrylic acid, with a double bond between two carbon atoms and a carboxylic acid group. Molecule III is para-methoxybenzoic acid, with a benzene ring substituted with a methoxy group at the para position and a carboxylic acid group directly attached to the benzene ring. Molecule IV is butanoic acid, with a chain of three carbon atoms and a carboxylic acid group.",0.9813,"The acidic nature of the compounds depends on the electron-withdrawing groups and electronegativity, which is related to the s-character percentage in hybridization. A higher s-character leads to greater electronegativity and increased acidic character. Given the s-character percentages for sp, sp2, and sp3 hybridization, we can determine the acidic order. Additionally, the presence of electron-donating groups like -OCH3 in compound III decreases its acidic character compared to compound II. pKa values also determine acidity, with lower values indicating stronger acids. Based on these factors, the acidic order is determined.",4,4,4,4,4.0,"These questions are almost identical. Both ask for the correct order of acid strength of four carboxylic acids. Three of the four structures are exactly the same, and the fourth differs only by a minor alkyl chain variation (2-methylpropanoic vs. butanoic), applying the same principles of substituent effects.",google,gemini-2.5-flash
92544,Chemistry,"The correct order of acid strength of the following carboxylic acids is.

The image contains four different carboxylic acid structures, labeled as I, II, III, and IV. Structure I is propynoic acid (HC≡C-COOH). Structure II is acrylic acid (CH₂=CH-COOH). Structure III is para-methoxybenzoic acid (MeO-C₆H₄-COOH). Structure IV is 2-methylpropanoic acid (CH₃CH₂CH₂COOH).","The correct order of increasing acid strength of the compounds

The image shows the structures of four carboxylic acids, labeled (A) through (D). (A) is acetic acid (CH3CO2H). (B) is methoxyacetic acid (MeOCH2CO2H). (C) is trifluoroacetic acid (CF3CO2H). (D) is 2-methylpropanoic acid (isobutyric acid).",0.9769,"The acid strength is affected by the electron withdrawing and electron donating groups. Electron withdrawing groups increase the acid strength and electron donating groups decrease the acid strength. Based on this understanding, the order of increasing acid strength is determined.",4,3,3,3,3.3,"Both questions test the core concept of comparing the relative acid strengths of carboxylic acids based on substituent effects (inductive, resonance, hybridization). While the specific set of four molecules differs, the fundamental chemical principles and problem-solving approach remain the same.",google,gemini-2.5-flash
9297e,Mathematics,"यदि A = {1, 2, 3, 4} तथा समुच्चय A × A में एक संबंध R इस प्रकार परिभाषित है कि R = {((a, b), (c, d)): 2a + 3b = 4c + 5d} हो, तो R में अवयवों की संख्या होगी","उस अवयव की न्यूनतम संख्या जिनको सम्बन्ध R = {(1, 2), (2, 3)} के समुच्चय {1, 2, 3} में जोड़ने पर यह तुल्यता सम्बन्ध होगी",0.9768,"To make the relation R = {(1, 2), (2, 3)} on the set {1, 2, 3} an equivalence relation, we need to ensure it is reflexive, symmetric, and transitive.

1.  Reflexivity: Add (1, 1), (2, 2), and (3, 3) to R.
2.  Symmetry: Add (2, 1) and (3, 2) to R.
3.  Transitivity: Add (1, 3) and (3, 1) to R.

After these additions, the relation becomes R3 = {(1, 1), (2, 2), (3, 3), (1, 2), (2, 1), (2, 3), (3, 2), (1, 3), (3, 1)}, which is an equivalence relation. A total of 7 elements were added to the original relation.",1,0,1,0,0.5,"Both questions are from set theory and relations, but their core concepts are distinct. The first is a counting problem for elements satisfying an algebraic predicate on ordered pairs. The second is about completing a relation to satisfy the properties of an equivalence relation (reflexivity, symmetry, transitivity). The required methods are entirely different.",google,gemini-2.5-flash
9297e,Mathematics,"यदि A = {1, 2, 3, 4} तथा समुच्चय A × A में एक संबंध R इस प्रकार परिभाषित है कि R = {((a, b), (c, d)): 2a + 3b = 4c + 5d} हो, तो R में अवयवों की संख्या होगी","माना W अंग्रेजी शब्दकोष में एक शब्द दर्शाता है। सम्बन्ध R निम्न द्वारा परिभाषित है : R = {(x, y) ∈ W x W | शब्दों x तथा y में कम-से-कम एक अक्षर उभयनिष्ठ है, तो R :",0.9685,"The approach identifies the relation R on a set of English words W, where two words are related if they share at least one common letter. It checks for reflexivity by confirming that any word shares a letter with itself, thus R is reflexive. Symmetry is verified by noting that if x and y share a letter, then y and x also share that letter. Transitivity is disproven through a counterexample (CAT, TOP, DOG), showing that R is not transitive because CAT and TOP share T, TOP and DOG share O, but CAT and DOG share no common letters.",1,0,1,0,0.3,"While both involve relations, the first is a quantitative problem asking to count elements in a relation defined by an algebraic condition on numerical tuples. The second is a qualitative problem asking to classify the properties (e.g., reflexive, symmetric, transitive) of a relation defined by a linguistic condition on words. The domains and problem-solving approaches are fundamentally different.",google,gemini-2.5-flash
92f78,Physics,"चित्रानुसार 2πR लम्बाई के एक धारावाही तार AB को वृत्त में चित्रानुसार मोड़ा जाता है तो केन्द्र 0 पर चुम्बकीय क्षेत्र ज्ञात करो।

A current-carrying wire AB of length 2πR is bent into a circular arc. The center of the circle is labeled as O. The arc subtends an angle of (2π - θ) at the center O. The remaining part of the wire forms two straight segments, AO and BO, each of length R, which make an angle θ with each other at the center O. The direction of current flow is indicated by an arrow along the circular arc, moving from A to B in a counter-clockwise direction.","A current carrying wire AB of the length 2πR is turned along a circle, as shown in figure. The magnetic field at the centre O.

A current-carrying wire AB of length 2πR is turned along a circle. The diagram shows a circular loop of wire with center O. The wire spans almost the entire circumference of the circle, leaving a small gap between points A and B. The angle subtended by the gap at the center O is labeled as θ. The current 'i' flows counterclockwise in the wire.",0.9771,"The approach begins by recognizing that the wire forms a circular arc with a gap, and calculates the angle \(\phi\) subtended by the arc at the center \(O\). It uses the formula for the magnetic field at the center of a circular arc, \(B = \frac{\mu_0 i}{4\pi R} \phi\), substituting the calculated angle \(\phi = (2\pi - \theta)\). The expression is then simplified to match one of the given options, leading to the final answer. The final answer is option B.",4,3,3,4,3.6,"Both questions test the calculation of the magnetic field at the center of a circular arc. The first question describes a configuration that, upon analysis (straight segments through the center contribute zero field), simplifies to the same problem as the second question, an arc subtending (2π-θ).",google,gemini-2.5-flash
92f78,Physics,"चित्रानुसार 2πR लम्बाई के एक धारावाही तार AB को वृत्त में चित्रानुसार मोड़ा जाता है तो केन्द्र 0 पर चुम्बकीय क्षेत्र ज्ञात करो।

A current-carrying wire AB of length 2πR is bent into a circular arc. The center of the circle is labeled as O. The arc subtends an angle of (2π - θ) at the center O. The remaining part of the wire forms two straight segments, AO and BO, each of length R, which make an angle θ with each other at the center O. The direction of current flow is indicated by an arrow along the circular arc, moving from A to B in a counter-clockwise direction.","A straight wire carrying a current of 14 A is bent into a semicircular arc of radius 2.2 cm as shown in the figure. The magnetic field produced by the current at the centre (O) of the arc is __________ × 10-4 T.

A straight wire is bent into a semicircular arc. The straight segments of the wire are horizontal and connected to the two ends of the semicircle. The radius of the semicircle is 2.2 cm. A current of 14 A flows through the wire. The current flows from left to right in the horizontal segments and counter-clockwise in the semicircular arc. The center of the arc is marked as 'O'.",0.9716,"To find the magnetic field at the center of the semicircular arc, the formula B = (μ₀ * I) / (4R) is used, where R is the radius of the arc and I is the current. Substituting the given values (R = 2.2 cm = 2.2 x 10⁻² m, I = 14 A, and μ₀ = 4π x 10⁻⁷), the magnetic field B at point O is calculated. The result is B = 2 x 10⁻⁴ T. Therefore, the answer is 2.",4,3,2,4,3.3,"Both questions apply Biot-Savart law to find the magnetic field at the center of a current-carrying circular arc. The first asks for a general symbolic answer with angle (2π-θ), while the second asks for a numerical answer for a specific semicircular arc (angle π), making it slightly less structurally identical and potentially easier numerically.",google,gemini-2.5-flash
930ca,Mathematics,sin⁸A - cos⁸A = (sin²A - cos²A)(1 - 2sin²Acos²A),\frac{\cos^2 A - \cos^2 B}{\sin A \cos A - \sin B \cos B} =,0.9786,"The solution uses trigonometric identities to simplify the given expression. It begins by multiplying the expression by 2/2. Then uses the identities \(cos^2(x) = 1 - sin^2(x)\) and \(sin(2x) = 2sin(x)cos(x)\) to convert the numerator and denominator into sine functions. The numerator is factored using the difference of squares, and the denominator is simplified using the sine subtraction formula. Finally, the expression is simplified to \(-\tan(A+B)\) using trigonometric identities.",2,1,1,1,1.2,"Both involve trigonometric identities, but the first is a proof of a general identity using algebraic factorization, while the second is a simplification of a rational expression, likely involving different, more advanced identities (e.g., sum-to-product) and a different goal (proof vs. simplification).",google,gemini-2.5-flash
930ca,Mathematics,sin⁸A - cos⁸A = (sin²A - cos²A)(1 - 2sin²Acos²A),If L = sin^{2}(\frac{\pi}{16}) - sin^{2}(\frac{\pi}{8}) and M = cos^{2}(\frac{\pi}{16}) - sin^{2}(\frac{\pi}{8}),0.9803,"The problem requires finding the values of L and M which are trigonometric expressions. L is found using the difference of squares factorization, converting the difference of sines into a product. Then product to sum formula is applied. The final expression is simplified using trigonometric identities.",2,1,2,1,1.5,"Both involve trigonometric expressions. The first is a general identity proof, while the second is about evaluating specific expressions with numerical angles. The core skills emphasized (algebraic factorization for proofs vs. specific angle formulas/reduction for evaluation) are different.",google,gemini-2.5-flash
933b8,Mathematics,The value of $$\(\frac{(1+\tan 15^o)(1+\tan 57^o)(1-\tan 12^o)}{(1+\tan 37^o)(1+\tan 8^o)}\)$$ is,"Find the exact value of the expression
$\tan \frac{\pi}{20} - \tan \frac{3\pi}{20} + \tan \frac{5\pi}{20} - \tan \frac{7\pi}{20} + \tan \frac{9\pi}{20}$",0.9837,"The problem requires finding the exact value of a trigonometric expression involving tangent functions. The approach involves the following steps:

1.  **Variable Substitution**: Substitute \(\theta = \frac{\pi}{20}\) to simplify the expression.
2.  **Expression Transformation**: Rewrite the given expression in terms of \(\theta\), which leads to \(\tan \theta - \tan 3\theta + \tan 5\theta - \tan 7\theta + \tan 9\theta\).
3.  **Using Complementary Angles**: Use the fact that \(\tan 5\theta = \tan 45^\circ = 1\) and convert other tangent terms to involve cotangent, i.e., \(\tan \theta + \cot \theta\) and \(\tan 3\theta + \cot 3\theta\).
4.  **Simplification**: Rewrite \(\tan x + \cot x\) as \(\frac{2}{\sin 2x}\).
5.  **Further Simplification**: Combine the terms and convert to sine and cosine functions, i.e., \(\frac{1}{\sin 2\theta} - \frac{1}{\cos 4\theta}\).
6.  **Substituting \(\theta\)**: Substitute \(\theta = 9^\circ\) or \(2\theta = 18^\circ\) to get \(\frac{1}{\sin 18^\circ} - \frac{1}{\cos 36^\circ}\).
7.  **Using Known Values**: Use the known values of \(\sin 18^\circ = \frac{\sqrt{5}-1}{4}\) and \(\cos 36^\circ = \frac{\sqrt{5}+1}{4}\).
8.  **Final Calculation**: Simplify the expression to get the final answer.",2,1,1,1,1.2,"Both evaluate trigonometric expressions but use very different techniques. The first uses the (1+tanA)(1+tanB) identity when A+B=45°. The second is an alternating sum of tangents, likely requiring series properties or roots of unity, making it structurally and conceptually distinct and likely harder.",google,gemini-2.5-flash
933b8,Mathematics,The value of $$\(\frac{(1+\tan 15^o)(1+\tan 57^o)(1-\tan 12^o)}{(1+\tan 37^o)(1+\tan 8^o)}\)$$ is,\tan \frac{\pi}{20} \tan \frac{3\pi}{20} \tan \frac{5\pi}{20} \tan \frac{7\pi}{20} \tan \frac{9\pi}{20} =,0.9856,"The solution uses the property that \(\tan(x) \cdot \cot(x) = 1\). It rewrites the given expression \(\tan \frac{\pi}{20} \tan \frac{3\pi}{20} \tan \frac{5\pi}{20} \tan \frac{7\pi}{20} \tan \frac{9\pi}{20}\) as \(\tan \frac{\pi}{20} \cdot \tan \frac{3\pi}{20} \cdot \tan \frac{\pi}{4} \cdot \cot \frac{3\pi}{20} \cdot \cot \frac{\pi}{20}\). Since \(\tan \frac{\pi}{4} = 1\), and the other terms cancel out to 1, the final answer is 1.",3,2,3,3,2.8,"Both questions involve evaluating products of trigonometric terms using specific angle relationships. The first relies on (1+tanA)(1+tanB) for A+B=45°, while the second uses tan(x)tan(90-x)=1. The general strategy of grouping and simplifying based on angle properties is similar.",google,gemini-2.5-flash
93dc3,Physics,The dimensional formula of β will be :,Find the dimension of \frac{B^{2}}{2\mu_{o}},0.9698,"The dimension of \(\frac{B^{2}}{2\mu_{o}}\), which represents the energy density in a magnetic field, is found by dividing the dimensions of energy by the dimensions of volume. The dimensions of energy are \(ML^{2}T^{-2}\), and the dimensions of volume are \(L^{3}\). Therefore, the dimensions of \(\frac{B^{2}}{2\mu_{0}}\) are \(ML^{-1}T^{-2}\).",1,2,0,1,1.0,"Both questions attempt to address dimensional analysis. However, the first question is unanswerable due to missing context (no equation for β), and the second asks for the dimension of a well-defined expression but is self-contradictory in its phrasing ('A force F... has dimension of time').",google,gemini-2.5-flash
93dc3,Physics,The dimensional formula of β will be :,एक बल F = α⁴β⁻² का विर्म समय है। तब,0.9709,The problem identifies F as force and asks to determine its dimensions. The solution uses the formula F=ma (mass times acceleration) from Newton's second law. It then substitutes the dimensions of mass [M] and acceleration [LT^{-2}] into the formula. Multiplying these gives the dimensions of force as [MLT^{-2}].,2,2,4,0,1.5,"Both questions ask for the dimensional formula of 'β'. The first is unanswerable due to missing context. The second is also unanswerable as posed due to a self-contradictory statement ('A force F... has dimension of time'). Their difficulty is identical (unsolvable), but their conceptual and transferability scores are low due to their fundamental flaws.",google,gemini-2.5-flash
94819,Chemistry,1.5 mole of H2 & 5.2 mole I2 are mixed and attain Eqm at 25°C. At Eqm mole of HI formed is 10 mole. Find Kc.,"15 moles of H$_2$ and 5.2 moles of I$_2$ are mixed and allowed to attain equilibrium at 500°C. At equilibrium, the concentration of HI is found to be 10 moles. The equilibrium constant for the formation of HI is.........",0.9802,"The reaction involves H2 and I2 reacting to form 2HI. Initially, there are 15 moles of H2, 5.2 moles of I2, and 0 moles of HI. At equilibrium, 10 moles of HI are formed, implying 5 moles of H2 and 5 moles of I2 reacted. Thus, at equilibrium, there are 10 moles of H2, 0.2 moles of I2, and 10 moles of HI. The equilibrium constant, Kc, is calculated using the formula Kc = [HI]^2 / ([H2] * [I2]), which equals (10*10) / (10*0.2) = 50.",4,4,4,4,3.9,"These questions are nearly identical. Both require calculating the equilibrium constant (Kc) for the H₂(g) + I₂(g) ⇌ 2HI(g) reaction, given initial moles of reactants and equilibrium moles of product. The method (ICE table) and calculation steps are the same, with only a minor change in initial H₂ moles.",google,gemini-2.5-flash
94819,Chemistry,1.5 mole of H2 & 5.2 mole I2 are mixed and attain Eqm at 25°C. At Eqm mole of HI formed is 10 mole. Find Kc.,4.5 moles each of hydrogen and iodine are heated in a sealed 10 litre vessel. At equilibrium 3 moles of hydrogen iodide was found. The equilibrium constant for ${H_2}(g) + {I_2}(g)  \rightleftharpoons  2HI(g)$ is,0.9763,"The problem is to find the equilibrium constant for the given reaction. First, write down the initial moles of each reactant and product. Then, calculate the moles of reactants consumed and the moles of product formed at equilibrium. Finally, calculate the equilibrium constant using the formula Kc = ([HI]^2)/([H2] * [I2]).",4,3,2,3,3.2,"Both questions ask to calculate the equilibrium constant (Kc) for the H₂(g) + I₂(g) ⇌ 2HI(g) reaction, given initial and equilibrium moles. The similar question adds a volume (10 litres), requiring an extra step to convert moles to concentrations before calculating Kc, making it slightly more difficult and structurally distinct.",google,gemini-2.5-flash
94b0e,Mathematics,tan(A/2)tan(B/2) + tan(B/2)tan(C/2) + tan(C/2)tan(A/2) = 1,$(a^2-b^2 + c^2) \tan B = (a^2 + b^2 – c^2) \tan C,0.9773,"The approach uses the cosine rule to express $(a^2-b^2+c^2)$ and $(a^2+b^2-c^2)$ in terms of cosines. These expressions are substituted back into the original equation, which is then simplified using trigonometric identities for tangent. The sine rule is applied to further simplify the equation, leading to an identity that is always true for any triangle. Therefore, the original equation holds true for any triangle.",2,2,3,1,2.0,"Both questions involve trigonometry within a triangle context. However, Q1 focuses on an identity involving half-angles, while Q2 relates full angles and side lengths, likely requiring the application of sine/cosine rules. The specific identities and methods of approach are distinct.",google,gemini-2.5-flash
94b0e,Mathematics,tan(A/2)tan(B/2) + tan(B/2)tan(C/2) + tan(C/2)tan(A/2) = 1,"In a \(\triangle ABC\), tan(\frac{A}{2}) tan(\frac{B}{2}) + tan(\frac{B}{2}) tan(\frac{C}{2}) + tan(\frac{C}{2}) tan(\frac{A}{2}) =",0.98,"The problem requires to find the value of the expression tan(A/2)tan(B/2) + tan(B/2)tan(C/2) + tan(C/2)tan(A/2). It is given that A, B, and C are angles of a triangle. Using the fact that A + B + C = 180 degrees, we can derive the required result by applying trigonometric identities.",4,4,4,4,4.0,"These questions are virtually identical. The 'SIMILAR QUESTION' presents the exact same expression and implicitly asks for its value, which is stated as '1' in the original QUESTION. They test the knowledge of the same specific trigonometric identity in a triangle.",google,gemini-2.5-flash
95cb5,Chemistry,"The density of an equilibrium mixture of N₂O₄ and NO₂ at 1 atm and 625 K is 1.15 g/L. Calculate Kₚ for the equilibrium, N₂O₄(g) ⇌ 2NO₂(g). [R = 0.08 L-atm/mol-K] Calculate the vapour density of PH₃ at 300 K & 2.5 atm

The image shows a chemical equilibrium reaction between dinitrogen tetroxide (N2O4) and nitrogen dioxide (NO2). The reaction is represented as N2O4(g) in equilibrium with 2NO2(g). The problem provides the density of an equilibrium mixture of N2O4 and NO2 at 1 atm and 625 K as 1.15 g/L and asks to calculate Kp for the equilibrium. The value of R is given as 0.08 L atm/mol-K.","At 30°C, the gaseous mixture for the equilibrium ${N_2}\left( g \right) + {O_2}\left( g \right) \Leftrightarrow 2NO\left( g \right)$ contains 56 gm of N${_2}$ 128 gm of O${_2}$ and 120 gm of NO at one atm pressure. The value of K${_p}$ at 30° C is",0.9606,"To find the value of K${_p}$, we first need to calculate the number of moles of each gas in the equilibrium mixture using the given masses. Then, we calculate the partial pressure of each gas using the formula P${_i}$ = (n${_i}$/n${_total}$) * P, where P is the total pressure. Finally, we substitute the partial pressures into the expression for K${_p}$ to obtain the final answer.",3,3,3,2,2.8,"Both questions require the calculation of Kp for a gaseous equilibrium. The core concept of Kp from partial pressures is shared. However, Q1 provides density data, necessitating additional steps to find average molar mass and degree of dissociation, whereas Q2 provides equilibrium masses, leading to different initial calculation pathways.",google,gemini-2.5-flash
